web-scraper-order,web-scraper-start-url,festival_liste,festival_liste-href,Status,Datum,Datum_Plz_Ort_Addresse_Land,Title,Inhalt,Artist,Links,Links-href
"1591796471-2909","https://www.festivalplaner.de/festivals","Bergfunk Open Air","https://www.festivalplaner.de/festival/bergfunk-open-air","null","06.08. - 07.08.2021","06.08. - 07.08.2021 noch 422 Tage

                    15711 - Königs Wusterhausen

                    Senderhaus 2

                    Deutschland","Kontakt","Webseite

                            info@stubenrausch-kultur.de","","Webseite","http://www.bergfunk-openair.de/"
"1591796828-4402","https://www.festivalplaner.de/festivals","Sziget","https://www.festivalplaner.de/festival/sziget","ABGESAGT","05.08. - 11.08.2020","05.08. - 11.08.2020 noch 56 Tage

                    1051 - Budapest

                    Obudai-Donauinsel

                    Ungarn","","","Little Dragon","",""
"1591796803-4253","https://www.festivalplaner.de/festivals","SonneMondSterne","https://www.festivalplaner.de/festival/sonnemondsterne","AUSVERKAUFT","07.08. - 09.08.2020","07.08. - 09.08.2020 noch 58 Tage

                    07368 - Saalburg

                    Festivalwiese

                    Deutschland","","","Len Faki","",""
"1591796457-2770","https://www.festivalplaner.de/festivals","Hütte Rockt Festival","https://www.festivalplaner.de/festival/huette-rockt-festival","null","12.08. - 14.08.2021","12.08. - 14.08.2021 noch 428 Tage

                    49124 - Georgsmarienhütte

                    Bielefelder Str. 11

                    Deutschland","Tickets","ab 45 Euro                                       » Tickets kaufen","","» Tickets kaufen","http://www.huette-rockt.de/de/home/tickets/"
"1591796694-3861","https://www.festivalplaner.de/festivals","SummerDays Festival Arbon","https://www.festivalplaner.de/festival/summerdays-festival-arbon","ABGESAGT","28.08. - 29.08.2020","28.08. - 29.08.2020 noch 79 Tage

                    9320 - Arbon

                    Quaianlagen Arbon

                    Schweiz","Tickets","Tagesticket Freitag: CHF 105.00 (96,08€); 
Tagesticket Samstag: CHF 105.00 (96,08€); 
Festivalticket: CHF 186.00 (170,20€); 
diverse Familienangebote                                       » Tickets kaufen","","» Tickets kaufen","https://www.summerdays.ch/tickets/"
"1591796625-3478","https://www.festivalplaner.de/festivals","Christmas Sucks","https://www.festivalplaner.de/festival/christmas-sucks","null","05.12.2020","05.12.2020 noch 178 Tage

                    66540 - Wiebelskirchen

                    Haus Am See 

                    Deutschland","","","Alarm Stufe Rot","",""
"1591796671-3705","https://www.festivalplaner.de/festivals","Lollapalooza Berlin","https://www.festivalplaner.de/festival/lollapalooza-berlin","ABGESAGT","05.09. - 06.09.2020","05.09. - 06.09.2020 noch 87 Tage

                    14053 - Berlin

                    Olympiastadion & Olympiapark

                    Deutschland","","","Novaa","",""
"1591796934-4842","https://www.festivalplaner.de/festivals","Balaton Sound","https://www.festivalplaner.de/festival/balaton-sound","ABGESAGT","08.07. - 12.07.2020","08.07. - 12.07.2020 noch 28 Tage

                    8621 - Zamárdi

                    Plattensee (Balaton)

                    Ungarn","","","Loco Dice","",""
"1591796461-2824","https://www.festivalplaner.de/festivals","Open Flair","https://www.festivalplaner.de/festival/open-flair","null","11.08. - 15.08.2021","11.08. - 15.08.2021 noch 427 Tage

                    37269 - Eschwege

                    Auf dem Werdchen

                    Deutschland","","","Fatoni","",""
"1591796991-5055","https://www.festivalplaner.de/festivals","Rock for People","https://www.festivalplaner.de/festival/rock-for-people","ABGESAGT","18.06. - 20.06.2020","18.06. - 20.06.2020 noch 8 Tage

                    50302 - Hradec Kralove

                    Airport

                    Tschechien","","","HORKYZE SLIZE","",""
"1591796609-3422","https://www.festivalplaner.de/festivals","Desertfest Berlin","https://www.festivalplaner.de/festival/desertfest-berlin","null","13.05. - 16.05.2021","13.05. - 16.05.2021 noch 337 Tage

                    12435 - Berlin

                    Arena Berlin

                    Deutschland","Tickets","» Tickets kaufen","","» Tickets kaufen","http://www.desertfest-tickets.de/produkte"
"1591796968-4916","https://www.festivalplaner.de/festivals","WeckheyWieselFest","https://www.festivalplaner.de/festival/weckheywieselfest","null","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    99326 - Stadtilm - Nahwinden

                    Wiesel-Festivalgelände

                    Deutschland","","","Man On An Island","",""
"1591796803-4259","https://www.festivalplaner.de/festivals","SonneMondSterne","https://www.festivalplaner.de/festival/sonnemondsterne","AUSVERKAUFT","07.08. - 09.08.2020","07.08. - 09.08.2020 noch 58 Tage

                    07368 - Saalburg

                    Festivalwiese

                    Deutschland","","","Seeed","",""
"1591796951-4891","https://www.festivalplaner.de/festivals","HeideWitzka","https://www.festivalplaner.de/festival/heidewitzka","null","02.07. - 05.07.2020","02.07. - 05.07.2020 noch 22 Tage

                    98646 - Hildburghausen

                    Lange Heide Hildburghausen

                    Deutschland","","","Küche 80","",""
"1591796657-3605","https://www.festivalplaner.de/festivals","Sonnentanz Open Air","https://www.festivalplaner.de/festival/sonnentanz-open-air","null","12.09.2020","12.09.2020 noch 94 Tage

                    95448 - Bayreuth

                    Das Zentrum

                    Deutschland","Camping","nein","","null",""
"1591796623-3458","https://www.festivalplaner.de/festivals","Hanse Song Festival","https://www.festivalplaner.de/festival/hanse-song-festival-1","null","12.12.2020","12.12.2020 noch 185 Tage

                    21680 - Stade

                    verschiedene

                    Deutschland","","","Herr D. K.","",""
"1591796455-2751","https://www.festivalplaner.de/festivals","Taubertal Festival","https://www.festivalplaner.de/festival/taubertal-festival","null","12.08. - 15.08.2021","12.08. - 15.08.2021 noch 428 Tage

                    91541 - Rothenburg o.d. Tauberhat

                    Eiswiese

                    Deutschland","","","Clutch","",""
"1591796529-3109","https://www.festivalplaner.de/festivals","Summerjam","https://www.festivalplaner.de/festival/summerjam","null","02.07. - 04.07.2021","02.07. - 04.07.2021 noch 387 Tage

                    50769 - Köln

                    Fühlinger See

                    Deutschland","","","Trettmann","",""
"1591796864-4520","https://www.festivalplaner.de/festivals","Rocken am Brocken","https://www.festivalplaner.de/festival/rocken-am-brocken-1","ABGESAGT","30.07. - 02.08.2020","30.07. - 02.08.2020 noch 50 Tage

                    38875 - Elend

                    Brocken

                    Deutschland","","","Son Of Polvo","",""
"1591796638-3526","https://www.festivalplaner.de/festivals","Caprices Festival 2. Wochenende","https://www.festivalplaner.de/festival/caprices-festival-2-wochenende","null","25.09. - 27.09.2020","25.09. - 27.09.2020 noch 107 Tage

                    3963 - Route des téléphériques 32 Crans, Valais, Schweiz

                    Crans-Montana

                    Schweiz","Kontakt","Webseite

                            info@caprices.com","","Webseite","https://www.caprices.ch/"
"1591796554-3237","https://www.festivalplaner.de/festivals","Southside","https://www.festivalplaner.de/festival/southside","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    78579 - Neuhausen ob Eck

                    Gewerbepark ""Take Off""

                    Deutschland","","","Von Wegen Lisbeth","",""
"1591796932-4816","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","War Engine","",""
"1591796887-4584","https://www.festivalplaner.de/festivals","Riez Open Air","https://www.festivalplaner.de/festival/riez-open-air","ABGESAGT","23.07. - 25.07.2020","23.07. - 25.07.2020 noch 43 Tage

                    54538 - Bausendorf bei Wittlich (Eifel)

                    Zur Riez 1 / Riez Festivalgelände

                    Deutschland","","","Unearth","",""
"1591796847-4465","https://www.festivalplaner.de/festivals","Watt En Schlick","https://www.festivalplaner.de/festival/watt-en-schlick","ABGESAGT","31.07. - 02.08.2020","31.07. - 02.08.2020 noch 51 Tage

                    26316 - Varel

                    Kurhaus Dangast Strand

                    Deutschland","","","Metronomy","",""
"1591796936-4870","https://www.festivalplaner.de/festivals","Campen in Hain","https://www.festivalplaner.de/festival/campen-in-hain","ABGESAGT","03.07. - 04.07.2020","03.07. - 04.07.2020 noch 23 Tage

                    56651 - Hain - Niederdürenbach

                    Hainer Sportplatz

                    Deutschland","","","Rasta Knast","",""
"1591796811-4330","https://www.festivalplaner.de/festivals","Winterthurer Musikfestwochen","https://www.festivalplaner.de/festival/winterthurer-musikfestwochen","ABGESAGT","05.08. - 16.08.2020","05.08. - 16.08.2020 noch 56 Tage

                    8400 - Winterthur

                    Altstadt

                    Schweiz","","","Crack Cloud","",""
"1591796828-4384","https://www.festivalplaner.de/festivals","Sziget","https://www.festivalplaner.de/festival/sziget","ABGESAGT","05.08. - 11.08.2020","05.08. - 11.08.2020 noch 56 Tage

                    1051 - Budapest

                    Obudai-Donauinsel

                    Ungarn","","","Foals","",""
"1591796828-4396","https://www.festivalplaner.de/festivals","Sziget","https://www.festivalplaner.de/festival/sziget","ABGESAGT","05.08. - 11.08.2020","05.08. - 11.08.2020 noch 56 Tage

                    1051 - Budapest

                    Obudai-Donauinsel

                    Ungarn","","","Kensington","",""
"1591796790-4150","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Clutch","",""
"1591797013-5108","https://www.festivalplaner.de/festivals","Docklands Festival","https://www.festivalplaner.de/festival/docklands-festival","null","13.06.2020","13.06.2020 noch 3 Tage

                    48155 - Münster

                    Am Hawerkamp

                    Deutschland","","","Âme","",""
"1591796665-3632","https://www.festivalplaner.de/festivals","Holle Rock","https://www.festivalplaner.de/festival/holle-rock","null","11.09. - 12.09.2020","11.09. - 12.09.2020 noch 93 Tage

                    37235 - Hessisch Lichtenau

                    Ehemaliges Freibadgelände

                    Deutschland","","","LWFLD","",""
"1591796457-2778","https://www.festivalplaner.de/festivals","Hütte Rockt Festival","https://www.festivalplaner.de/festival/huette-rockt-festival","null","12.08. - 14.08.2021","12.08. - 14.08.2021 noch 428 Tage

                    49124 - Georgsmarienhütte

                    Bielefelder Str. 11

                    Deutschland","","","Heavysaurus","",""
"1591796852-4478","https://www.festivalplaner.de/festivals","Altheimer Open-Air","https://www.festivalplaner.de/festival/altheimer-open-air","ABGESAGT","31.07. - 01.08.2020","31.07. - 01.08.2020 noch 51 Tage

                    88499 - Altheim bei Riedlingen (Oberschwaben)

                    Open Air Gelände Altheim

                    Deutschland","","","Guano Apes","",""
"1591796801-4239","https://www.festivalplaner.de/festivals","Rock auf der Burg","https://www.festivalplaner.de/festival/rock-auf-der-burg-1","null","08.08.2020","08.08.2020 noch 59 Tage

                    61462 - Königstein im Taunus

                    Burg Königstein

                    Deutschland","","","Breathe Atlantis","",""
